group,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,Class
A,0.25,0.0,0.7468354430379747,0.8725341426403642,0.8463385354141656,1.0,0.5,0.5,0.0,0.125,0.2222222222222222,0.6029411764705883,0.0,0.0
A,0.2916666666666667,0.0,0.2405063291139239,0.165402124430956,0.3241296518607441,1.0,0.5,0.5,0.2857142857142857,0.375,0.3333333333333333,0.7132352941176467,0.0,0.0
A,0.7083333333333334,0.0,0.1139240506329112,0.4840667678300455,0.666266506602641,0.0,0.0,0.5,0.1428571428571428,0.375,0.5555555555555556,0.661764705882353,0.0,0.0
A,0.4166666666666667,0.0,0.7468354430379747,0.4355083459787557,0.5042016806722687,1.0,0.5,0.5,0.1428571428571428,0.375,0.5555555555555556,0.4338235294117645,0.0,0.0
A,0.6666666666666666,0.0,0.8734177215189873,1.0,1.0,0.0,0.5,0.5,0.2857142857142857,0.375,0.4444444444444444,0.5147058823529412,1.0,0.0
A,0.7916666666666666,0.0,0.4936708860759493,0.3323216995447648,0.6242496998799517,1.0,0.0,0.5,0.4285714285714285,0.375,0.5555555555555556,0.7720588235294115,0.0,0.0
A,0.0,0.0,0.3670886075949366,0.25948406676783,0.2797118847539017,1.0,0.5,0.5,0.1428571428571428,0.25,0.4444444444444444,0.5955882352941172,0.0,0.0
A,0.0416666666666666,0.0,1.0,0.4415781487101669,0.4993997599039615,0.0,0.5,0.5,0.1428571428571428,0.125,0.3333333333333333,0.8455882352941178,0.0,0.0
A,0.4166666666666667,0.0,0.7468354430379747,0.3292867981790592,0.5642256902761102,1.0,0.5,0.5,0.1428571428571428,0.5,0.4444444444444444,0.8897058823529409,1.0,0.0
A,0.0,0.0,0.2405063291139239,0.2245827010622154,0.2641056422569026,1.0,0.5,0.5,0.0,0.25,0.3333333333333333,0.6470588235294116,0.0,0.0
A,0.2916666666666667,1.0,0.7468354430379747,0.4613050075872534,0.5090036014405759,0.0,0.5,0.5,0.1428571428571428,0.5,0.5555555555555556,0.8897058823529409,0.0,0.0
A,0.0416666666666666,0.0,0.620253164556962,0.6418816388467374,0.7442977190876348,1.0,0.5,0.5,0.1428571428571428,0.25,0.3333333333333333,0.5882352941176467,0.0,0.0
A,0.625,0.0,0.8734177215189873,0.511380880121396,0.5642256902761102,0.0,0.0,0.5,0.2857142857142857,0.5,0.6666666666666666,0.764705882352941,1.0,0.0
A,0.9583333333333334,1.0,0.4936708860759493,0.3899848254931715,0.5642256902761102,0.0,0.5,0.5,0.1428571428571428,0.5,0.4444444444444444,0.8529411764705881,1.0,0.0
A,0.1666666666666666,1.0,0.7468354430379747,0.8998482549317147,0.8703481392557016,1.0,0.5,0.5,0.0,0.0,0.0,0.7205882352941178,1.0,0.0
A,0.75,1.0,0.8734177215189873,0.4021244309559939,0.5642256902761102,0.0,0.5,0.5,0.4285714285714285,0.375,0.5555555555555556,0.764705882352941,1.0,0.0
A,0.75,0.0,0.7468354430379747,0.5386949924127465,0.5438175270108039,1.0,0.5,0.5,0.0,0.0,0.3333333333333333,0.5073529411764708,1.0,0.0
A,1.0,0.0,1.0,0.5781487101669196,0.6842737094837933,0.0,0.0,0.5,0.2857142857142857,0.375,0.5555555555555556,0.9338235294117642,1.0,0.0
A,0.875,0.0,0.620253164556962,0.4203338391502276,0.2040816326530611,1.0,1.0,0.5,0.0,0.25,0.4444444444444444,0.8455882352941178,1.0,0.0
A,0.625,0.0,0.3670886075949366,0.5144157814871017,0.5462184873949579,0.0,0.5,0.5,0.0,0.0,0.0,0.6397058823529411,0.0,1.0
A,0.25,1.0,0.7468354430379747,0.4537177541729894,0.7442977190876348,1.0,0.5,0.5,0.1428571428571428,0.625,0.6666666666666666,0.573529411764706,1.0,0.0
