  1.000  4.2921E+00  1.0472E+00 -9.9580E+00  9.356E-01  1.2255E+01  1.4566E+00
  1.100  4.3429E+00  1.0159E+00 -1.0211E+01  9.518E-01  1.2497E+01  1.5253E+00
  1.200  4.3828E+00  9.7409E-01 -1.0439E+01  9.683E-01  1.2655E+01  1.5977E+00
  1.300  4.4103E+00  9.2168E-01 -1.0641E+01  9.848E-01  1.2724E+01  1.6736E+00
  1.400  4.4241E+00  8.5879E-01 -1.0818E+01  1.001E+00  1.2705E+01  1.7528E+00
  1.500  4.4239E+00  7.8548E-01 -1.0969E+01  1.017E+00  1.2607E+01  1.8352E+00
  1.600  4.4095E+00  7.0308E-01 -1.1097E+01  1.031E+00  1.2447E+01  1.9209E+00
  1.700  4.3811E+00  6.1341E-01 -1.1204E+01  1.045E+00  1.2245E+01  2.0098E+00
  1.800  4.3389E+00  5.2040E-01 -1.1296E+01  1.058E+00  1.2026E+01  2.1020E+00
  1.900  4.2832E+00  4.2716E-01 -1.1379E+01  1.069E+00  1.1819E+01  2.1977E+00
  2.000  4.2141E+00  3.3950E-01 -1.1466E+01  1.078E+00  1.1652E+01  2.2973E+00
  2.200  3.9965E+00  2.1139E-01 -1.1711E+01  1.087E+00  1.1593E+01  2.5234E+00
  2.400  3.8652E+00  1.6562E-01 -1.1928E+01  1.322E+00  6.2985E+00  2.7218E+00
  2.600  3.8551E+00  1.2116E-01 -1.2599E+01  1.375E+00  5.4528E+00  2.8684E+00
  2.800  3.7989E+00  1.4517E-01 -1.3072E+01  1.386E+00  5.0925E+00  3.0242E+00
  3.000  3.7187E+00  1.8024E-01 -1.3194E+01  1.372E+00  4.9717E+00  3.1868E+00
  3.200  3.6239E+00  2.0169E-01 -1.3185E+01  1.343E+00  4.9744E+00  3.3547E+00
  3.400  3.5226E+00  2.0290E-01 -1.3137E+01  1.311E+00  5.0533E+00  3.5272E+00
  3.600  3.4169E+00  1.8326E-01 -1.3050E+01  1.277E+00  5.1845E+00  3.7038E+00
  3.800  3.3106E+00  1.5182E-01 -1.2873E+01  1.246E+00  5.3542E+00  3.8838E+00
  4.000  3.2040E+00  1.2988E-01 -1.2511E+01  1.215E+00  5.5541E+00  4.0667E+00
  4.200  3.0967E+00  1.4237E-01 -1.2063E+01  1.188E+00  5.7787E+00  4.2521E+00
  4.400  2.9902E+00  1.9197E-01 -1.1816E+01  1.163E+00  6.0240E+00  4.4396E+00
  4.600  2.8829E+00  2.5724E-01 -1.1737E+01  1.143E+00  6.2873E+00  4.6289E+00
  4.800  2.7743E+00  3.2799E-01 -1.1757E+01  1.124E+00  6.5663E+00  4.8197E+00
  5.000  2.6644E+00  3.9809E-01 -1.1812E+01  1.108E+00  6.8597E+00  5.0119E+00
  5.200  2.5526E+00  4.6377E-01 -1.1876E+01  1.094E+00  7.1659E+00  5.2051E+00
  5.400  2.4399E+00  5.2126E-01 -1.1938E+01  1.079E+00  7.4841E+00  5.3992E+00
  5.600  2.3266E+00  5.6883E-01 -1.1992E+01  1.067E+00  7.8134E+00  5.5942E+00
  5.800  2.2137E+00  6.0617E-01 -1.2040E+01  1.055E+00  8.1530E+00  5.7899E+00
  6.000  2.1027E+00  6.3496E-01 -1.2082E+01  1.043E+00  8.5025E+00  5.9861E+00
  6.500  1.8368E+00  6.8076E-01 -1.2166E+01  1.018E+00  9.4161E+00  6.4788E+00
  7.000  1.5919E+00  7.1447E-01 -1.2257E+01  9.975E-01  1.0382E+01  6.9737E+00
  7.500  1.3627E+00  7.3769E-01 -1.2362E+01  9.834E-01  1.1396E+01  7.4701E+00
  8.000  1.1436E+00  7.3830E-01 -1.2463E+01  9.736E-01  1.2454E+01  7.9677E+00
  8.500  9.2371E-01  7.1307E-01 -1.2556E+01  9.651E-01  1.3555E+01  8.4661E+00
  9.000  7.1947E-01  6.8041E-01 -1.2644E+01  9.575E-01  1.4695E+01  8.9650E+00
  9.500  5.2853E-01  6.5009E-01 -1.2735E+01  9.498E-01  1.5874E+01  9.4644E+00
 10.000  3.4868E-01  6.1865E-01 -1.2830E+01  9.420E-01  1.7089E+01  9.9641E+00
 11.000  1.3552E-03  5.3678E-01 -1.3015E+01  9.295E-01  1.9623E+01  1.0964E+01
 12.000 -3.2467E-01  4.6214E-01 -1.3194E+01  9.211E-01  2.2289E+01  1.1965E+01
 13.000 -6.1895E-01  3.9439E-01 -1.3384E+01  9.171E-01  2.5079E+01  1.2966E+01
 14.000 -8.9479E-01  3.3266E-01 -1.3578E+01  9.158E-01  2.7986E+01  1.3967E+01
 15.000 -1.1473E+00  2.7899E-01 -1.3769E+01  9.155E-01  3.1004E+01  1.4968E+01
 16.000 -1.3822E+00  2.2790E-01 -1.3923E+01  9.166E-01  3.4130E+01  1.5969E+01
 17.000 -1.6015E+00  1.9710E-01 -1.4024E+01  9.180E-01  3.7357E+01  1.6970E+01
 18.000 -1.8047E+00  1.7979E-01 -1.4144E+01  9.198E-01  4.0681E+01  1.7971E+01
 19.000 -1.9960E+00  1.6975E-01 -1.4281E+01  9.218E-01  4.4100E+01  1.8972E+01
 20.000 -2.1744E+00  1.6424E-01 -1.4433E+01  9.237E-01  4.7609E+01  1.9973E+01
